17.205,19.047,21.83,23.319,16.709,19.117,20.773,22.367,16.636,18.542,20.296,22.134,16.347,18.591,20.094,21.442,14.814,17.851,19.79,20.976,16.576,17.739,19.106,20.893,16.665,17.953,19.339,21.547,16.632,17.969,20.023,22.561,17.128,17.871,20.159,24.149,19.832,17.789,21.998,26.771,18.452,17.728,25.939,35.143,20.055,18.674,26.377,31.73,24.618,21.471,27.702,35.768,43.99,31.124,31.201,32.241,48.506,51.297,48.497,51.2,48.757,50.974,61.597,87.617,55.942,69.251,55.548,60.967,46.691,79.412,62.332,71.948,35.646,50.951,47.026,46.858,27.408,34.576,36.08,36.309,29.825,32.159,35.021,36.744,36.879,39.067,39.282,32.658,33.521,30.92,34.949,31.265,22.077,23.345,29.483,30.381
19.066,21.473,24.293,26.126,18.867,21.567,23.579,25.508,19.15,21.282,23.724,25.369,19.464,21.095,23.244,24.89,16.483,20.717,22.785,24.559,18.823,20.466,22.384,23.731,19.028,20.438,22.085,22.842,19.336,20.09,21.704,23.111,18.769,20.337,21.201,23.01,21.18,20.357,22.411,24.134,21.704,20.175,26.02,27.382,23.649,21.939,24.581,28.543,29.657,25.608,25.717,31.975,51.234,37.501,32.171,34.005,56.315,59.783,48.547,50.042,54.531,56.744,59.378,73.151,58.154,65.485,48.269,51.315,48.642,73.228,67.128,66.506,37.687,49.313,47.227,46.168,25.999,33.207,35.574,36.305,24.779,28.659,35.448,37.364,32.861,34.896,34.871,38.4,34.336,28.122,34.159,37.489,23.813,25.66,30.67,33.779
23.278,24.685,26.348,27.68,22.159,24.667,25.596,26.72,22.213,23.709,25.291,27.004,21.711,23.769,25.446,26.651,19.692,23.13,24.856,26.305,20.562,22.068,24.104,25.925,20.713,21.637,23.337,25.454,21.302,21.878,22.848,25.156,21.983,22.463,22.786,24.735,25.001,23.945,24.393,25.898,26.436,25.786,26.625,32.6,30.485,30.001,33.318,32.964,38.982,36.374,37.307,43.192,68.653,52.817,41.701,46.089,83.169,84.319,55.537,64.737,89.033,82.862,64.2,92.288,75.508,68.361,56.873,62.996,50.849,77.534,76.331,66.927,41.222,54.81,54.473,47.818,33.503,40.622,40.529,38.586,32.824,38.946,35.445,41.693,39.171,44.021,34.693,41.299,47.917,37.386,33.71,44.068,32.536,30.634,31.861,38.771
22.593,23.725,26.09,27.665,21.431,23.575,24.925,26.351,21.231,23.023,24.74,26.25,20.961,23.05,24.545,26.096,17.908,22.593,24.174,25.581,20.614,22.53,23.657,25.594,20.571,22.28,23.699,25.569,21.005,21.943,23.428,25.626,21.81,21.469,22.835,25.725,22.153,21.895,23.721,25.354,23.573,22.306,28.589,28.917,26.786,26.47,30.983,28.669,33.944,31.039,35.241,46.13,62.727,45.479,40.701,43.33,67.445,75.423,57.653,62.721,72.622,72.586,65.527,96.371,64.834,77.936,49.151,70.357,51.576,79.875,61.169,73.051,40.68,52.098,44.432,47.746,30.942,35.629,35.061,38.448,35.613,34.49,34.5,41.506,50.796,50.382,41.48,48.069,50.965,41.618,35.576,52.758,31.279,29.341,33.092,42.806
17.523,19.353,22.187,23.785,17.336,19.964,21.455,22.877,17.723,19.656,21.418,23.079,17.576,19.992,21.385,22.727,16.172,19.412,21.255,22.431,17.077,19.152,20.609,22.126,17.391,18.555,20.495,21.566,17.549,18.357,19.484,21.235,18.192,18.675,19.324,21.499,20.466,18.911,19.851,22.02,21.086,19.626,21.01,26.426,23.776,21.726,21.948,24.966,32.016,26.157,23.382,27.173,63.041,43.077,28.824,32.045,77.894,78.329,42.18,57.692,78.001,72.882,52.452,86.661,64.954,73.328,53.967,61.745,43.097,68.363,61.22,69.026,32.007,41.414,43.713,46.897,23.529,28.425,32.244,34.021,23.622,26.533,30.334,34.304,32.094,37.233,32.747,39.286,31.909,33.437,33.564,41.168,21.174,23.566,28.78,34.674
19.264,20.653,23.996,25.468,19.179,21.659,23.352,24.623,19.881,21.786,23.534,24.829,20.639,22.397,23.823,24.802,19.867,22.74,24.258,24.941,21.727,23.281,24.373,24.94,22.16,23.57,24.612,24.967,22.377,23.76,24.825,25.787,22.63,24.051,25.284,26.921,25.671,25.305,27.498,29.433,25.918,26.527,30.142,35.283,29.177,30.498,32.004,33.763,37.132,35.698,34.483,37.453,64.068,48.189,40.167,38.888,64.176,68.514,56.376,55.642,52.708,58.673,62.654,75.705,59.021,64.988,51.007,56.655,47.075,65.235,61.725,67.936,34.85,43.738,43.427,48.42,24.985,30.658,33.629,37.894,25.953,31.105,36.313,39.423,41.849,43.438,41.401,51.43,51.874,35.733,39.391,53.482,31.209,22.624,34.506,39.804
21.926,24.56,27.716,29.101,22.008,25.039,26.79,28.147,22.322,24.812,26.615,28.564,22.605,24.645,26.673,27.864,19.539,24.288,26.311,27.585,21.385,23.66,25.699,27.383,21.735,23.307,25.242,26.783,21.841,22.957,24.101,26.163,22.432,22.881,23.449,25.699,23.611,23.19,23.834,25.964,25.526,24.237,25.392,31.258,28.378,27.454,30.445,32.337,33.455,28.829,31.521,36.953,52.015,33.377,33.522,37.836,51.597,46.375,46.053,54.172,57.138,56.684,52.285,75.421,55.927,66.258,43.559,56.56,46.228,61.462,52.109,58.784,37.537,41.79,37.092,41.623,27.655,31.805,29.632,34.001,27.41,34.817,30.186,36.476,32.991,54.098,37.473,43.358,32.639,43.995,36.29,48.071,23.552,29.933,34.704,37.508
19.203,20.881,22.662,23.659,18.135,20.312,21.235,22.273,18.073,19.513,20.948,22.067,17.478,19.168,20.308,21.405,15.173,18.534,19.858,20.931,16.656,17.515,19.001,20.774,16.647,17.335,18.535,20.768,16.712,17.081,18.031,20.323,17.412,16.986,17.621,20.193,19.132,17.852,18.167,20.947,19.863,18.281,19.2,25.613,22.278,20.855,24.783,27.87,27.696,24.406,26.644,31.321,45.552,38.07,31.854,31.364,42.21,68.864,47.172,46.514,47.519,60.388,48.873,59.201,56.917,60.742,46.345,48.287,54.102,73.814,60.668,61.664,41.673,50.008,43.515,42.236,28.856,34.948,35.144,37.144,25.08,34.504,35.993,42.171,32.513,41.217,41.087,45.493,41.539,38.671,36.155,48.544,27.084,27.723,32.964,37.577
18.606,20.031,23.596,25.645,18.327,20.672,22.483,23.935,18.395,20.187,21.984,23.952,17.896,19.888,21.658,22.978,15.982,18.751,20.573,22.003,16.699,17.73,19.444,21.218,16.143,16.951,18.407,20.339,16.123,16.572,17.646,19.36,16.312,16.886,17.687,19.622,17.78,16.991,18.041,19.912,18.339,17.582,18.874,24.697,20.71,19.766,22.623,24.562,29.974,24.662,23.766,30.514,67.447,35.387,25.8,28.73,70.276,50.585,35.231,38.625,52.908,45.437,41.595,51.941,53.628,48.932,38.223,46.974,48.027,55.345,48.693,56.998,36.549,39.581,36.961,39.925,24.018,27.824,30.471,33.976,24.454,25.653,33.059,37.568,38.892,35.829,40.16,41.549,46.275,31.318,37.508,42.357,26.825,21.405,34.236,34.739
15.681,17.48,20.247,22.055,14.785,17.276,19.279,20.79,14.776,16.91,18.806,20.35,14.375,16.65,18.38,19.774,13.62,16.758,18.005,19.756,14.218,16.278,18.054,19.496,14.551,15.962,17.384,19.134,14.493,15.435,17.026,19.233,15.115,15.543,16.683,19.238,18.419,15.561,17.288,19.947,16.388,16.272,18.111,23.988,18.452,17.766,22.556,26.206,24.101,21.396,23.241,28.698,45.022,31.941,26.536,28.325,50.553,45.402,42.721,47.353,55.338,42.648,46.132,69.317,53.797,52.051,32.878,51.048,43.943,53.725,48.658,60.744,34.412,37.211,34.995,38.717,25.081,27.265,28.853,34.448,24.752,28.988,34.135,41.425,31.569,36.958,41.503,47.863,37.515,35.762,37.469,45.818,23.008,23.806,30.325,34.04
